loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
707,3,0,0,0.6915618851605387,0.4165475585046278,2,0.528181901868721,6300000,7400000,15200000,3900000,0
708,3,1,1,1.3329276085783492,1.2791595908316298,10,-1.2814557699431322,10100000,15500000,27000000,9700000,1
709,0,0,0,1.3685590376571166,1.1796274332554373,18,-0.3998374170091524,12400000,3400000,22900000,5400000,1
710,5,1,0,0.6915618851605387,0.7372622884723594,4,0.18017465728951854,8100000,7100000,14600000,10000000,0
711,0,0,1,0.6559304560817715,0.383370172645897,10,-1.565661686349481,19600000,9400000,16400000,4500000,1
712,5,0,0,1.4754533248934183,1.5556378063210536,16,-1.2582552869711854,17700000,13300000,30400000,5700000,1
713,0,0,1,0.37087902345163354,0.5050205874612435,16,0.45278033220989383,13700000,2300000,19300000,5500000,0
714,1,0,1,-0.23485527088740973,-0.047935843517604014,8,1.705606412695023,11400000,6300000,9400000,2400000,0
715,4,1,0,1.724873328444789,0.8367944460485519,12,-0.19103307026163086,28300000,9900000,29700000,5400000,0
716,5,1,0,-0.413012416281246,-0.12534974385464265,4,0.6267839544994951,700000,1800000,15600000,5200000,0
717,3,0,0,0.6202990270030043,0.6709075167548977,2,-0.9682492498218499,10700000,1900000,23200000,6300000,0
718,4,1,0,-0.5199067035175478,-0.711483560692221,14,-1.7280650671531088,6400000,3700000,7800000,4100000,1
719,4,0,0,-1.553218146801798,-1.3860904064864148,14,0.789187335303123,2100000,600000,1900000,400000,0
720,2,1,1,-0.37738098720247876,-0.7336018179313748,6,-1.6062625315503878,11200000,1000000,14300000,4100000,1
721,4,0,0,-1.1612724269353583,-1.2202034771927606,12,0.4063793662660002,1900000,2900000,4700000,2200000,0
722,3,1,0,0.19272187805779725,0.6487892595157437,12,0.052572000943810926,8800000,11000000,15800000,4900000,0
723,4,1,0,0.6202990270030043,1.0026813753422061,18,-1.4554593922327335,18800000,0,15800000,9400000,1
724,5,1,1,-1.5888495758805652,-1.5077408213017613,2,-1.6294630145223348,100000,1100000,2100000,600000,1
725,1,1,0,-0.30611812904494423,0.11795108577605022,14,-1.2118543210272916,5800000,2100000,14100000,2600000,1
726,4,1,0,-0.02106669641480624,0.39442930126547393,10,0.8993896294198704,3600000,600000,13000000,2600000,0
727,1,1,0,-0.3417495581237115,-0.32441405900702774,6,-1.4264587885178,7300000,5600000,16300000,3500000,1
728,3,1,1,-1.0187467106202892,-0.700424432072644,2,1.607004360064249,5000000,1300000,6400000,3100000,0
729,1,1,0,-0.5911695616750823,-0.7225426893117979,16,-1.6700638597232418,6400000,6100000,8400000,3000000,1
730,0,0,0,0.727193314239306,0.08477369991731938,14,0.84718854273299,9500000,3900000,23500000,8000000,0
731,3,0,0,0.26398473621533175,0.4939614588416665,16,-1.664263738980255,11100000,8100000,22700000,6300000,1
732,2,0,0,-0.5911695616750823,-0.2470001586699891,14,1.4910019452045147,3400000,2500000,8700000,1900000,0
733,2,1,0,0.9409818887119096,0.35019278678716614,20,-0.5564406770697935,14600000,500000,18300000,4600000,1
734,0,0,0,-1.6244810049593326,-1.540918207160492,14,-0.25483439843448463,900000,0,1800000,500000,0
735,2,0,1,0.0858275908214955,-0.4571236024419511,14,-1.2002540795413181,6800000,2400000,20500000,5200000,1
736,0,0,0,-0.127960983651108,-0.08111322937633486,14,1.6302048430361957,11000000,6100000,17600000,2400000,0
737,2,0,1,-0.27048669996617697,-0.32441405900702774,14,0.690585282672349,5100000,2600000,14000000,5700000,0
738,2,0,1,-1.4819552886442635,-1.3971495351059917,16,-0.8232462312471821,-100000,100000,3200000,1100000,1
739,4,0,0,-1.0900095687778237,-0.8441931041271443,14,1.4910019452045147,4300000,1500000,4200000,2100000,0
740,2,0,1,-1.0900095687778237,-0.8331339755075674,16,-0.9914497327937967,5300000,3100000,5800000,2200000,1
741,3,1,0,-0.3417495581237115,0.08477369991731938,12,-0.3592365718082454,3900000,800000,8800000,5700000,1
742,1,1,0,0.6559304560817715,-0.08111322937633486,10,1.3227984436579001,4600000,13000000,26700000,9000000,0
743,5,0,1,-0.9831152815415221,-0.9990209048012216,6,-1.5134605996626005,5100000,2500000,8300000,2400000,1
744,5,0,1,0.26398473621533175,0.16218760025435802,18,-1.2988561321720924,2500000,7500000,21100000,2800000,1
745,5,1,0,1.0478761759482114,1.6441108352776692,14,-0.29543524363539164,14800000,200000,17300000,7000000,1
746,3,1,1,-0.4842752744387805,-0.269118415909143,18,-0.07503065540189667,11000000,3100000,8800000,4100000,0
747,0,1,0,-0.8762209943052203,-0.7446609465509518,18,1.5142024281764617,0,3500000,6200000,3800000,0
748,0,1,0,-0.7336952779901512,-0.8994887472250291,12,-1.1074521476535308,6400000,4900000,8000000,3500000,1
749,4,0,0,-0.840589565226453,-0.5455966313985667,4,-0.4172377792381125,7800000,2200000,10000000,1600000,0
750,4,1,0,0.22835330713656452,0.4939614588416665,8,0.528181901868721,8800000,2200000,12100000,3000000,0
751,2,0,0,-1.26816671417166,-1.2754991202906454,4,-0.0924310176308568,3900000,1300000,4800000,1700000,0
752,5,1,0,0.6202990270030043,0.5381979733199743,4,-0.8174461105041955,14500000,3000000,25000000,4900000,1
753,1,0,1,1.0835076050269785,1.8321160218104773,10,0.8993896294198704,0,12700000,30100000,4700000,0
754,3,1,1,1.4754533248934183,1.3897508770273994,20,0.5107815396397609,4800000,16300000,25800000,11200000,0
755,1,1,1,0.9053504596331423,1.2017456904945911,6,-1.2524551662281986,2600000,1200000,20000000,7900000,1
756,4,0,0,-1.5888495758805652,-1.4966816926821844,20,1.5606033941203552,1400000,1000000,1700000,200000,0
757,1,1,1,-0.127960983651108,0.39442930126547393,20,-0.8986478009060094,2100000,0,11100000,4000000,1
758,0,0,0,-1.3037981432504273,-1.0653756765186833,6,-1.2002540795413181,500000,1500000,5400000,1800000,1
759,3,0,1,1.5467161830509528,1.046917889820514,10,-1.0784515439385973,8800000,13400000,23800000,5600000,1
760,2,0,0,1.6536104702872545,0.5271388447003973,16,-1.1886538380553449,2800000,13700000,37000000,10800000,1
761,3,1,1,1.3685590376571166,0.6487892595157437,14,1.247396873999073,200000,10800000,21600000,6400000,0
762,5,0,0,-0.16359241272987524,-0.5124192455398359,8,0.9167899916488306,3900000,4300000,15800000,2900000,0
763,5,1,1,0.19272187805779725,-0.07005410075675791,10,-0.8290463519901689,6900000,7800000,20600000,4600000,1
764,0,0,1,-1.4463238595654964,-1.319735634768953,10,1.4736015829755547,2600000,800000,2900000,1200000,0
765,3,0,0,-0.555538132596315,-0.5345375027789898,16,-1.6004624108074013,2400000,900000,12600000,2400000,1
766,0,1,0,1.012244746869444,1.8099977645713234,14,1.4446009792606211,19400000,10300000,26600000,10600000,0
767,3,0,1,0.37087902345163354,1.0026813753422061,12,0.4179796077519736,300000,11100000,23500000,5000000,0
768,3,1,1,1.3685590376571166,0.6377301308961668,6,1.5026021866904882,9600000,16500000,29300000,11100000,0
769,4,0,0,0.0858275908214955,0.02947805681943463,8,-0.0924310176308568,5100000,1700000,14000000,5000000,0
770,5,1,0,-1.3394295723291945,-1.142789576855722,4,-1.4728597544616935,3200000,1600000,3400000,1600000,0
771,3,0,0,-0.37738098720247876,-0.25805928728956606,18,0.20337514026146536,6000000,7000000,12900000,4200000,0
772,2,1,0,1.297296179499582,0.8367944460485519,4,-1.3626574603449462,8200000,14800000,30200000,7200000,1
773,1,1,0,1.58234761212972,0.5381979733199743,16,1.4852018244615282,24900000,0,35700000,6200000,0
774,5,0,1,1.4041904667358838,0.5381979733199743,2,-0.9276484046209429,17100000,1000000,28500000,7600000,1
775,0,0,1,0.7984561723968405,0.9031492177660136,2,0.0931728461447179,15700000,5900000,25800000,4100000,0
776,3,0,1,0.8340876014756078,1.1685683046358604,2,-0.805845869018222,5700000,2900000,15100000,5100000,0
777,5,1,0,-0.698063848911384,-0.479241859681105,10,0.47018069443885396,5100000,1700000,7400000,1500000,0
778,2,0,0,-0.27048669996617697,-0.6340696603551823,2,-0.666642971186541,11000000,8100000,11000000,2200000,1
779,1,0,1,-0.9474838524627548,-0.7557200751705287,6,0.4875810566678141,5500000,3500000,5300000,2300000,0
780,1,0,0,0.12145901990026277,0.30595627230885836,14,0.7369862486162426,13100000,0,12300000,4700000,0
781,2,1,0,-1.2325352850928928,-1.1096121909969912,6,1.067593130966485,1400000,2400000,4500000,1400000,0
782,3,1,1,1.724873328444789,0.5824344877982821,4,1.5374029111484084,26300000,3600000,36500000,12800000,0
783,3,1,0,0.26398473621533175,0.5492571019395512,18,1.108193976167392,1400000,10800000,16300000,5600000,0
784,4,1,0,-1.0187467106202892,-0.7336018179313748,16,1.5432030318913952,4000000,1900000,6800000,2800000,0
785,0,0,0,-0.02106669641480624,-0.08111322937633486,2,0.9341903538777907,-100000,7300000,12600000,4500000,0
786,2,1,1,-1.5888495758805652,-1.4413860495842996,18,-0.1620324665466973,400000,500000,1400000,300000,0
787,4,0,0,-1.0187467106202892,-0.7225426893117979,6,0.006171034999917252,2700000,2900000,6700000,3300000,0
788,1,0,1,-0.8762209943052203,-1.0653756765186833,14,1.2763974777140066,2700000,2400000,9300000,2000000,0
789,4,1,0,-1.3750610014079618,-1.1980852199536067,8,-0.011229327229042876,1600000,1800000,3200000,1300000,0
790,2,0,0,-0.698063848911384,-0.711483560692221,18,-0.32443584735032516,5300000,1100000,12200000,1500000,1
791,5,1,1,-0.16359241272987524,-0.07005410075675791,14,-0.22583379471955112,2300000,6200000,10200000,5800000,0
792,4,0,1,1.5110847539721854,2.2523629093544013,6,-0.307035485121365,2800000,17800000,27000000,13900000,1
793,4,0,0,0.442141881609168,-0.19170451557210436,2,-0.5564406770697935,10500000,10900000,14500000,9400000,1
794,2,1,0,0.299616165294099,0.6266710022765899,14,-0.4056375377521391,7100000,5800000,13100000,8800000,1
795,2,0,1,-0.7693267070689185,-0.501360116920259,6,0.08157260465874447,1000000,300000,7600000,3600000,0
796,4,1,0,0.37087902345163354,0.803617060189821,18,-1.44385915074676,11800000,5000000,24400000,4800000,1
797,4,0,1,0.299616165294099,0.5050205874612435,10,-0.9798494913078233,3300000,9200000,22700000,5300000,1
798,1,1,1,-0.16359241272987524,0.3612519154067431,10,-1.142252872111451,200000,8800000,17300000,2900000,1
799,2,1,0,0.6915618851605387,0.5603162305591282,8,0.39477912478002675,16600000,5000000,26100000,9100000,0
800,3,1,1,0.01456473266396101,-0.5234783741594128,18,-1.165453355083398,8000000,4300000,20100000,4600000,1
801,1,0,0,-0.698063848911384,-0.501360116920259,14,0.3773787625510666,6200000,800000,9500000,3900000,0
802,2,0,0,-0.3417495581237115,-0.25805928728956606,16,-1.484459995947667,10300000,7000000,15800000,4100000,1
803,0,0,0,-1.1612724269353583,-1.0764348051382602,16,-0.2606345191774714,3900000,2900000,5100000,1700000,0
804,4,1,1,1.119139034105746,1.3012778480707838,20,-1.7338651878960956,23800000,13600000,31000000,9900000,1
805,2,1,1,-1.5175867177230307,-1.4413860495842996,6,0.7311861278732559,2000000,0,2600000,600000,0
806,2,0,0,1.1904018922632802,0.8810309605268597,6,0.5165816603827477,5700000,2500000,18900000,11900000,0
807,0,1,0,1.2260333213420476,2.07541685144117,4,0.3773787625510666,8500000,12800000,17900000,4500000,0
808,3,1,1,-0.6268009907538495,-0.269118415909143,16,0.04677188020082421,3600000,6200000,12600000,4500000,0
809,3,1,0,0.26398473621533175,-0.25805928728956606,20,-1.5366610826345473,4400000,3000000,15300000,8000000,1
810,3,1,0,-0.23485527088740973,-0.5124192455398359,18,0.44698021146690714,100000,2000000,12100000,5000000,0
811,1,1,0,-0.8762209943052203,-0.7336018179313748,2,-0.6318422467286208,1700000,1800000,5300000,2600000,0
812,2,1,1,1.6179790412084873,1.433987391505707,20,0.9457905953637641,23000000,11800000,27500000,10300000,0
813,5,1,1,0.050196161742728264,0.32807452954801225,8,1.2125961495411528,2400000,6900000,14000000,5500000,0
814,5,1,1,1.6536104702872545,2.351895066930594,16,-0.32443584735032516,3500000,15000000,31300000,5200000,1
815,1,0,1,-1.7313752921956342,-1.5851547216388,14,0.13957381208861155,600000,0,600000,0,0
816,3,0,0,0.5134047397667025,0.18430585749351192,10,-1.2292546832562519,9500000,800000,14900000,7200000,1
817,4,0,1,0.7628247433180733,0.8810309605268597,14,0.25557622694834575,13300000,3500000,18300000,4200000,0
818,0,1,0,0.050196161742728264,0.3612519154067431,14,0.00037091425693054283,7300000,9700000,16500000,3600000,0
819,2,1,0,0.5134047397667025,-0.1142906152350657,2,0.6325840752424818,1000000,12700000,20900000,4000000,0
820,5,0,1,-0.9831152815415221,-1.0543165478991063,8,0.2439759854623723,2600000,1900000,8600000,2500000,0
821,0,1,1,-0.6268009907538495,-0.5234783741594128,4,-1.026250457251717,7400000,4700000,11600000,3200000,0
822,0,1,1,-1.0900095687778237,-1.0211391620403756,12,1.7404071371529433,3800000,2400000,7100000,3000000,0
823,2,0,1,1.154770463184513,0.48290233022208956,4,-1.0726514231956106,2300000,9400000,21700000,8600000,1
824,4,0,1,-0.4486438453600132,-0.09217235799591181,4,0.26137634769133244,1300000,1100000,10900000,4600000,0
825,0,1,0,0.22835330713656452,0.05159631405858853,16,0.8239880597610433,700000,5800000,11400000,6800000,0
826,4,1,0,0.7984561723968405,0.5160797160808204,8,0.7195858863872825,5500000,6000000,29000000,10300000,0
827,1,0,0,-1.2325352850928928,-1.0764348051382602,12,0.6209838337565085,600000,1700000,6200000,800000,0
828,5,1,1,-1.5175867177230307,-1.3971495351059917,4,1.0443926479945382,500000,900000,1700000,400000,0
829,4,1,0,0.442141881609168,0.7483214170919363,10,-0.3592365718082454,9600000,5400000,19300000,7800000,1
830,2,0,0,1.3329276085783492,0.28383801506970446,14,0.6151837130135217,22900000,4300000,30300000,9200000,0
831,0,0,0,0.7984561723968405,-0.07005410075675791,16,1.224196391027126,1000000,12400000,16100000,9600000,0
832,2,0,1,-0.4486438453600132,-0.6672470462139132,14,1.4446009792606211,6300000,2400000,9500000,2500000,0
833,3,0,0,0.40651045253040075,0.17324672887393497,10,1.624404722293209,15800000,8200000,20100000,9100000,0
834,5,1,1,-0.555538132596315,-0.6230105317356054,4,0.3715786418080799,9500000,500000,7800000,5200000,0
835,5,0,1,-1.3037981432504273,-1.120671319616568,2,-0.7826453860462752,0,2600000,5300000,1500000,0
836,3,1,1,-0.555538132596315,-0.34653231624618164,2,1.0791933724524585,600000,6400000,10700000,1700000,0
837,1,0,1,-1.5888495758805652,-1.4524451782038765,10,-1.5888621693214278,400000,1000000,2400000,700000,1
838,0,1,0,-0.3417495581237115,-0.479241859681105,16,-1.165453355083398,5900000,7600000,12700000,5300000,1
839,2,1,1,0.12145901990026277,-0.4018279593440664,6,1.3982000133167274,6800000,100000,11100000,6600000,0
840,2,1,1,-1.0900095687778237,-0.9326661330837599,14,0.2207755024904255,4900000,200000,4900000,2300000,0
841,4,0,1,-0.555538132596315,-0.689365303453067,4,-0.7072438163874479,4000000,3900000,11300000,3800000,1
842,0,0,1,1.154770463184513,1.6441108352776692,4,0.00037091425693054283,14600000,12500000,24800000,12000000,0
843,0,0,1,0.5846675979242371,0.05159631405858853,16,0.9747911990786977,300000,1800000,26000000,3800000,0
844,0,1,0,-1.125640997856591,-0.9547843903229138,10,-0.4462383829530461,2400000,1100000,6200000,1100000,1
845,2,0,1,0.5134047397667025,0.6377301308961668,14,-1.583062048578441,8200000,100000,22800000,4700000,1
846,1,0,1,-1.5888495758805652,-1.4745634354430304,8,1.1545949421112855,1000000,700000,2200000,800000,0
847,5,0,0,0.6915618851605387,0.8699718319072828,18,1.1777954250832325,18700000,6300000,27800000,4100000,0
848,2,0,0,0.9409818887119096,0.02947805681943463,18,-0.44043826221005933,12900000,5100000,21000000,6600000,1
849,1,0,0,-0.8762209943052203,-0.9437252617033369,6,-0.5448404355838201,2300000,1900000,9600000,2100000,1
850,1,0,0,1.4754533248934183,0.4054884298850509,2,-1.44385915074676,22400000,2200000,31500000,13000000,1
851,2,0,1,-1.1612724269353583,-1.2091443485731836,8,0.2787767099202926,1200000,3100000,6200000,1600000,0
852,1,1,0,-0.05669812549357349,0.37231104402632004,4,0.06997236317277106,6100000,5900000,16400000,2900000,0
853,1,0,0,0.22835330713656452,-0.30229580176787385,14,-1.182853717312358,5400000,7500000,17600000,5600000,1
854,3,1,0,-1.695743863116867,-1.5851547216388,2,-0.8232462312471821,500000,0,1100000,200000,1
855,3,0,1,-1.1969038560141254,-1.2976173775297992,6,-0.6492426089575809,100000,500000,4500000,1600000,1
856,4,0,0,0.6915618851605387,0.4165475585046278,6,-0.7246441786164081,1300000,6100000,14700000,5200000,1
857,1,1,0,-1.0187467106202892,-0.8994887472250291,18,-1.0610511817096373,2000000,3900000,6500000,1900000,1
858,2,1,0,0.6202990270030043,0.39442930126547393,8,1.050192768737525,17600000,900000,23700000,5400000,0
859,1,1,1,-0.9474838524627548,-0.9879617761816447,12,-1.525060841148574,3400000,2100000,9400000,2300000,1
860,0,1,1,-1.5888495758805652,-1.4745634354430304,12,-0.5158398318688866,300000,200000,2200000,400000,1
861,4,0,0,0.40651045253040075,0.23960150059139665,6,1.3749995303447806,12600000,3700000,24700000,4600000,0
862,1,1,0,0.9053504596331423,1.046917889820514,12,1.2183962702841395,1300000,10500000,30300000,5200000,0
863,2,1,0,-0.09232955457234074,-0.501360116920259,8,-0.06923053465890996,3700000,5200000,15000000,4500000,0
864,5,0,0,-0.30611812904494423,-0.6561879175943363,12,1.566403514863342,3200000,2400000,12300000,5700000,0
865,0,1,1,0.7628247433180733,0.615611873657013,10,0.7717869730741629,15600000,12000000,19200000,9900000,0
866,5,1,1,0.47777331068793527,0.5713753591787052,16,-1.4612595129757202,10000000,10900000,20400000,6900000,1
867,0,1,1,1.3685590376571166,0.8699718319072828,12,0.8181879390180565,5600000,11200000,27100000,7100000,0
868,3,1,0,0.01456473266396101,-0.07005410075675791,12,-1.7048645841811618,700000,8800000,11600000,2900000,1
869,2,0,1,0.442141881609168,0.48290233022208956,18,-0.9972498535367834,15900000,7200000,19900000,6500000,1
870,3,0,0,0.5490361688454698,0.7704396743310902,4,-0.8406465934761422,3800000,3000000,25100000,7400000,0
871,1,1,1,-0.09232955457234074,-0.047935843517604014,2,-1.4148585470318265,7100000,8800000,13400000,5500000,0
872,0,0,0,-1.7313752921956342,-1.6293912361171077,4,-0.03442981020098971,500000,0,400000,100000,0
873,0,1,1,0.869719030554375,1.1796274332554373,18,1.4156003755456876,9100000,600000,18600000,6500000,0
874,4,0,0,1.4041904667358838,2.163889880397786,4,0.9921915613076578,4800000,9500000,34100000,7700000,0
875,2,0,0,0.12145901990026277,-0.2912366731482969,4,0.12797357060263814,14400000,2900000,11800000,5400000,0
876,1,1,1,-1.1969038560141254,-1.175966962714453,20,-0.6956435749014745,200000,600000,5400000,1900000,1
877,4,0,0,-0.27048669996617697,-0.4018279593440664,20,-1.525060841148574,11100000,6000000,17000000,5200000,1
878,1,0,0,0.050196161742728264,-0.4350053452027972,6,0.5687827470696281,14100000,7600000,18800000,2700000,0
879,4,1,0,-0.23485527088740973,0.2064241147326658,18,-1.7280650671531088,1000000,2100000,14000000,5700000,1
880,1,1,1,-0.413012416281246,-0.8110157182684135,14,-1.4554593922327335,11200000,500000,11800000,3600000,1
881,0,0,0,-1.410692430486729,-1.3086765061493761,10,-0.6840433334155012,2800000,300000,2900000,1600000,1
882,2,0,0,-0.9118524233839875,-0.7667792037901057,10,-0.9914497327937967,1500000,4100000,5900000,2200000,1
883,4,0,0,-1.6244810049593326,-1.5298590785409152,8,-0.7478446615883549,500000,300000,1500000,700000,1
884,0,0,1,1.4041904667358838,1.909529922147516,10,1.7114065334380097,16800000,5800000,20700000,9500000,0
885,1,1,1,0.01456473266396101,0.5713753591787052,18,0.9109898709058438,11800000,3400000,13400000,3200000,0
886,2,0,0,0.050196161742728264,-0.1806453869525274,2,1.026992285765578,7000000,5200000,15500000,6100000,0
887,5,1,1,-0.23485527088740973,-0.689365303453067,4,0.9341903538777907,8100000,1000000,14200000,3000000,0
888,1,0,0,-1.125640997856591,-1.2091443485731836,12,1.2821975984569933,5200000,1500000,5000000,2700000,0
889,4,1,1,1.4754533248934183,1.257041333592476,6,0.3599784003221065,1000000,400000,26900000,5300000,0
890,2,1,1,-0.09232955457234074,0.15112847163478108,10,-1.4496592714897467,2000000,6500000,11400000,2900000,1
891,4,1,0,-0.05669812549357349,-0.490300988300682,20,-1.6178627730363613,1200000,400000,11100000,6500000,1
892,3,0,1,-0.09232955457234074,-0.5566557600181437,4,-1.345257098115986,9100000,5100000,16500000,3500000,1
893,4,0,0,1.5110847539721854,1.0800952756792448,14,-0.8406465934761422,27600000,4700000,35100000,13900000,1
894,5,1,1,0.869719030554375,1.046917889820514,8,0.8355883012470167,1600000,3600000,16700000,9300000,0
895,1,0,0,0.299616165294099,0.18430585749351192,4,1.1951957873121926,11200000,9700000,22800000,7100000,0
896,0,0,0,1.5467161830509528,1.4118691342665532,6,-0.8348464727331556,21400000,18500000,35600000,7800000,1
897,5,0,0,0.0858275908214955,-0.19170451557210436,8,0.690585282672349,1600000,200000,11400000,5300000,0
898,4,0,0,-0.4842752744387805,-0.6783061748334901,18,0.39477912478002675,7800000,1600000,13400000,3100000,0
899,0,0,1,-0.9118524233839875,-1.0321982906599525,18,-0.6144418844996606,5100000,4400000,8500000,2300000,1
900,4,1,0,-0.8049581361476857,-0.479241859681105,2,1.3982000133167274,700000,2600000,7100000,4100000,0
901,0,0,1,0.12145901990026277,0.6930257739940515,8,0.7021855241583224,8200000,6400000,16700000,7400000,0
902,5,0,0,-0.698063848911384,-0.6340696603551823,10,-1.0784515439385973,200000,5300000,8000000,2800000,1
903,5,1,0,-0.09232955457234074,0.04053718543901158,10,1.2299965117701128,9500000,1500000,17800000,3500000,0
904,1,1,0,1.3329276085783492,0.26171975783055057,20,1.345998926629847,1800000,3600000,24000000,7400000,0
905,2,0,0,-0.3417495581237115,-0.025817586278450114,12,-0.16783258728968403,-100000,5200000,13000000,3400000,0
906,5,1,0,1.6536104702872545,2.4182498386480558,14,-0.8174461105041955,28700000,17900000,22800000,5600000,1
907,2,0,1,0.47777331068793527,0.9916222467226292,6,-0.04603005168696313,2500000,6300000,20200000,6000000,0
908,5,0,0,-0.5911695616750823,-0.2248819014308352,20,-0.4230378999810992,900000,4500000,8600000,4000000,1
909,4,1,0,-0.555538132596315,-0.5455966313985667,12,-1.5482613241205208,7600000,6400000,8100000,3400000,1
910,3,1,0,-0.6624324198326168,-0.5677148886377206,18,-0.3940372962661657,3300000,100000,9800000,2100000,1
911,2,0,1,-0.05669812549357349,-0.2248819014308352,18,0.8935895086768837,8200000,3300000,16500000,7200000,0
912,0,0,1,-1.3394295723291945,-1.142789576855722,4,1.3633992888588071,500000,100000,3300000,800000,1
913,4,0,0,-0.9118524233839875,-1.0764348051382602,10,-0.04603005168696313,3400000,1500000,9900000,2900000,0
914,0,0,0,0.869719030554375,1.3455143625490915,20,-0.27223476066344476,11600000,2800000,26200000,6100000,0
915,2,0,0,-1.553218146801798,-1.4524451782038765,8,1.1951957873121926,1900000,1100000,2200000,400000,0
916,4,0,1,1.119139034105746,1.478223905984015,2,-1.287255890686119,6800000,11200000,26400000,11500000,0
917,1,1,0,0.6559304560817715,1.2238639477337452,4,-0.38243705478019224,14500000,11900000,14900000,9400000,0
918,1,1,1,-1.26816671417166,-1.0211391620403756,16,-1.1596532343404113,4200000,2400000,4800000,1500000,1
919,3,0,0,0.442141881609168,0.35019278678716614,18,-0.33023596809331185,1800000,9400000,17700000,3500000,1
920,0,1,1,1.3329276085783492,1.1575091760162834,10,0.6673847997004021,25300000,2500000,34900000,8600000,0
921,4,0,1,1.3685590376571166,0.615611873657013,6,0.4875810566678141,1100000,9200000,20400000,6700000,0
922,3,1,1,-1.0543781396990566,-0.9990209048012216,8,-1.4728597544616935,5500000,600000,4500000,2900000,1
923,1,0,1,1.4754533248934183,1.5556378063210536,6,0.4005792455230135,9900000,12900000,23400000,11700000,0
924,2,1,0,-0.5199067035175478,-0.7888974610292596,12,-0.19683319100461757,10500000,3000000,8900000,2700000,0
925,0,1,1,1.2616647504208147,0.9363266036247444,2,-1.385857943316893,25800000,5300000,24700000,7500000,1
926,5,0,0,-0.7336952779901512,-0.7888974610292596,6,-1.5482613241205208,3200000,400000,8200000,2200000,1
927,3,1,1,0.050196161742728264,0.12901021439562718,8,-1.5366610826345473,9500000,7000000,13600000,7300000,1
928,3,0,1,0.7628247433180733,0.5824344877982821,10,-0.24323415694851125,0,13200000,27200000,10600000,0
929,1,1,1,-0.37738098720247876,0.05159631405858853,12,-0.9508488875928898,10400000,2800000,14800000,3200000,1
930,1,1,0,-0.9474838524627548,-1.0985530623774142,2,-1.327856735887026,6100000,3100000,8500000,1400000,1
931,2,1,1,0.15709044897903002,0.3612519154067431,10,-0.4926393488969397,6800000,4400000,18500000,4100000,1
932,0,1,1,1.4041904667358838,1.013740503961783,10,-0.0054292064860561665,12900000,3400000,26900000,6400000,0
933,0,1,1,1.012244746869444,0.9805631181030523,20,0.7427863693592293,18600000,15600000,21800000,7400000,0
934,2,1,1,0.40651045253040075,0.7151440312332055,20,0.4585804529528806,18600000,2500000,24500000,9100000,0
935,3,0,1,1.012244746869444,1.5556378063210536,4,-1.165453355083398,23200000,5500000,30200000,6900000,0
936,3,1,0,-1.3750610014079618,-1.175966962714453,6,1.2705973569710198,1400000,1100000,4400000,900000,0
937,1,0,0,-0.127960983651108,-0.3797097021049125,6,-1.6932643426951886,11800000,1100000,15100000,3700000,1
938,5,0,1,0.299616165294099,0.05159631405858853,2,0.7543866108452028,12600000,4700000,15900000,5900000,0
939,4,1,1,-1.3037981432504273,-1.1096121909969912,14,-1.6700638597232418,4000000,1000000,3200000,1400000,1
940,3,1,1,-0.127960983651108,-0.25805928728956606,16,0.8123878182750698,2200000,8600000,11700000,6100000,0
941,5,0,1,0.9053504596331423,0.5381979733199743,10,-0.45203850369603277,21500000,1400000,20400000,4300000,1
942,4,0,0,0.7628247433180733,0.19536498611308886,4,0.5919832300415748,15900000,7100000,22000000,9600000,0
943,4,1,1,-1.3037981432504273,-1.1980852199536067,16,-0.887047559420036,3600000,1200000,5300000,1000000,1
944,5,0,0,-1.3037981432504273,-1.352913020627684,4,1.3285985644008869,800000,600000,5400000,1600000,0
945,2,0,0,1.012244746869444,0.37231104402632004,18,0.7369862486162426,20200000,12400000,19600000,7100000,0
946,5,1,1,0.9053504596331423,0.39442930126547393,14,-0.52744007335486,8500000,8500000,22200000,3700000,1
947,3,0,1,1.6179790412084873,2.108594237299901,2,0.8413884219900034,2500000,2000000,33000000,6700000,0
948,1,1,0,-0.9831152815415221,-0.9437252617033369,18,-0.5042395903829131,4600000,900000,9000000,1600000,1
949,2,1,0,1.0835076050269785,0.37231104402632004,6,-1.3220566151440392,19100000,10200000,31000000,7900000,1
950,2,0,1,-1.695743863116867,-1.596213850258377,4,-1.0958519061675576,600000,0,1200000,100000,1
951,4,0,0,-0.127960983651108,-0.479241859681105,20,-0.6086417637566739,11300000,6800000,17000000,4500000,1
952,5,1,0,-1.410692430486729,-1.3971495351059917,4,1.3169983229149136,2400000,1000000,4100000,600000,0
953,4,1,0,1.2616647504208147,1.1022135329183986,6,1.2763974777140066,14400000,5000000,26000000,8300000,0
954,5,0,1,1.297296179499582,1.433987391505707,10,0.3483781588361331,25500000,800000,25900000,10100000,0
955,0,1,0,-1.0187467106202892,-0.7225426893117979,4,-0.2142335532335777,900000,1000000,4400000,2800000,0
956,1,1,1,-1.6244810049593326,-1.5187999499213383,10,1.6418050845221692,900000,0,1700000,300000,0
